id_colonia,colonia,id_delegacion,codigo_postal,id_entidad
1850,la mesa,11,13120,9
1852,la joyita,11,13123,9
1853,la habana,11,13050,9
1855,la poblanita,11,13119,9
1856,la orilla,11,13410,9
1857,la loma,11,13529,9
1858,la soledad,11,13508,9
2232,fivipor,17,15669,9
1814,del mar,11,13270,9
1817,del mar,11,13270,9
1822,el triangulo,11,13460,9
1832,granjas cabrera,11,13230,9
1806,aurorita,11,13317,9
1807,benito quezada,11,13319,9
1808,cañada,11,13110,9
1809,concepcion,11,13150,9
1810,comalchica,11,13625,9
1811,cooperativa c i a n i,11,13270,9
1812,cooperativa allapetlalli,11,13279,9
1813,cristo rey,11,13720,9
1815,del carmen,11,13100,9
1816,chichilaula,11,13120,9
1818,del llano,11,13550,9
1819,delegacion politica tlahuac,11,13009,9
1820,el mirador,11,13100,9
1821,el rosario el alto,11,13540,9
1823,el rosario el bajo,11,13540,9
1827,francisco villa,11,13520,9
1828,francia,11,13630,9
1829,geovillas de xochimilco,11,13063,9
1830,guadalupe,11,13060,9
1831,geminis,11,13440,9
1833,guadalupe tlaltenco,11,13450,9
1834,guadalupe yecahuizotl,11,13100,9
1835,hombres de la reforma,11,13060,9
1836,jaime torres bodet,11,13530,9
1837,jardines del llano,11,13550,9
1838,jose lopez portillo,11,13419,9
1839,jose lopez portillo,11,13410,9
1840,la conchita,11,13364,9
2411,santa catarina tepehuyuca,13,16880,9
2412,santa maria de los olivos,13,16790,9
2414,santa cruz acalpixca,13,16500,9
2415,santa cruz de guadalupe,13,16866,9
2416,santa cecilia tepetlapa,13,16880,9
2410,santa cruz xochitepec,13,16100,9
2413,santa cruz xochitepec,13,16109,9
2417,santa cruz chavarrieta,13,16840,9
2422,santa maria nativitas,13,16790,9
2430,tierra nueva,13,16050,9
2418,santa maria tulyehualco,13,16700,9
2420,santiaguito,13,16776,9
2421,santiago tepalcatlalpan,13,16200,9
2423,tecoloxtitla,13,16776,9
2424,tecacalanco,13,16510,9
2425,tablas de san lorenzo,13,16090,9
2427,tejomulco,13,16429,9
2429,tecoloxtitla,13,16540,9
2431,tlaxopan revolucion,13,16244,9
2432,tetlatilco,13,16819,9
2434,tecalipa,13,16866,9
2436,tlaxopan 2,13,16243,9
2437,tlaltepetla,13,16840,9
2439,tototitla,13,16550,9
2440,tlaxopan 1 2a seccion,13,16240,9
2441,tepetitla,13,16246,9
2442,tlaxopan 1 4a seccion,13,16240,9
2443,tlaxopan 1 3a seccion,13,16240,9
2444,tlaxopan 1 1a seccion,13,16240,9
2445,villa san isidro,13,16889,9
2446,villa xochimilco,13,16030,9
2453,SIN COLONIA,,     ,
